,Home_Team,Away_Team,Home_Prob,Away_Prob,Home_ML,Away_ML,Home_ML_Prob,Away_ML_Prob,Home_Diff,Away_Diff,Home_KC,Away_KC,Home_Bet,Away_Bet
0,Detroit Tigers,Tampa Bay Rays,0.5019398750764211,0.4980601249235789,125.0,-150.0,0.4444444444444444,0.6,0.05749543063197671,-0.1019398750764211,0.010349177513755806,0,1429.3766523123832,0.0
1,Baltimore Orioles,Toronto Blue Jays,0.2614503796830953,0.7385496203169046,180.0,-225.0,0.35714285714285715,0.6923076923076923,-0.09569247745976184,0.04624192800921234,0.0,0.015028626602993997,0.0,2075.678763272516
2,Philadelphia Phillies,Colorado Rockies,0.6803513711878857,0.3196486288121143,-275.0,225.0,0.7333333333333333,0.3076923076923077,-0.05298196214544759,0.011956321119806601,0.0,0.0017270241617498446,0.0,238.5279421000798
3,Pittsburgh Pirates,Washington Nationals,0.3584451047788632,0.6415548952211367,105.0,-125.0,0.4878048780487805,0.5555555555555556,-0.12935977326991727,0.08599933966558115,0.0,0.019349851424755773,0.0,2672.504729530144
4,Cleveland Indians,Milwaukee Brewers,0.49575230721861,0.5042476927813899,100.0,-120.0,0.5,0.5454545454545454,-0.004247692781389978,-0.04120685267315549,0.0,0,0.0,0.0
5,Atlanta Braves,Miami Marlins,0.7559447855882823,0.24405521441171774,-275.0,220.0,0.7333333333333333,0.3125,0.022611452254948983,-0.06844478558828226,0.008479294595605851,0,1171.1177730721022,0.0
6,Houston Astros,Los Angeles Angels,0.7958238505858869,0.2041761494141131,-275.0,220.0,0.7333333333333333,0.3125,0.06249051725255361,-0.1083238505858869,0.02343394396970759,0,3236.5791713761637,0.0
7,Minnesota Twins,Kansas City Royals,0.5911658111613489,0.4088341888386511,-160.0,135.0,0.6153846153846154,0.425531914893617,-0.0242188042232665,-0.016697726054965945,0.0,0,0.0,0.0
8,Chicago White Sox,Boston Red Sox,0.6454038930097833,0.3545961069902167,-160.0,135.0,0.6153846153846154,0.425531914893617,0.030019277625167873,-0.07093580790340032,0.007805012182543658,0,1077.9892575920173,0.0
9,St. Louis Cardinals,Cincinnati Reds,0.37309371328056196,0.626906286719438,105.0,-130.0,0.4878048780487805,0.5652173913043478,-0.11471116476821852,0.06168889541509026,0.0,0.014188445945470756,0.0,1959.6372117586934
10,Chicago Cubs,San Francisco Giants,0.2834565214459606,0.7165434785540394,185.0,-225.0,0.3508771929824561,0.6923076923076923,-0.0674206715364955,0.024235786246347146,0.0,0.007876630530062812,0.0,1087.8808256596253
11,Oakland Athletics,Texas Rangers,0.5643449875265272,0.4356550124734728,-200.0,170.0,0.6666666666666665,0.3703703703703704,-0.10232167914013934,0.06528464210310242,0.0,0.010368737275198622,0.0,1432.0781487640577
12,Los Angeles Dodgers,San Diego Padres,0.6864354384997966,0.3135645615002034,-160.0,135.0,0.6153846153846154,0.425531914893617,0.07105082311518118,-0.11196735339341363,0.01847321400994712,0,2551.427952983847,0.0
13,Seattle Mariners,Arizona Diamondbacks,0.7655291614896667,0.23447083851033335,-190.0,155.0,0.6551724137931035,0.3921568627450981,0.11035674769656312,-0.15768602423476474,0.03200345683200333,0,4420.15744035214,0.0
