,Home_Team,Away_Team,Home_Prob,Away_Prob,Home_ML,Away_ML,Home_ML_Prob,Away_ML_Prob,Home_Diff,Away_Diff,Home_KC,Away_KC,Home_Bet,Away_Bet
0,Washington Nationals,Miami Marlins,0.5165698135207087,0.4834301864792913,105.0,-130.0,0.4878048780487805,0.5652173913043478,0.028764935471928262,-0.08178720482505653,0.00561601121118599,0.0,860.8446624954335,0.0
1,Detroit Tigers,Milwaukee Brewers,0.300902359914048,0.699097640085952,200.0,-250.0,0.3333333333333333,0.7142857142857143,-0.03243097341928525,-0.015188074199762312,0.0,0.0,0.0,0.0
2,Toronto Blue Jays,Tampa Bay Rays,0.7555094342450324,0.24449056575496764,-175.0,145.0,0.6363636363636364,0.4081632653061225,0.119145797881396,-0.16367269955115482,0.0327650944173839,0.0,5022.364732674274,0.0
3,Seattle Mariners,Boston Red Sox,0.3158106668247844,0.6841893331752156,105.0,-130.0,0.4878048780487805,0.5652173913043478,-0.1719942112239961,0.1189719418708678,0.0,0.027363546630299582,0.0,4194.3938816788395
4,Pittsburgh Pirates,Cincinnati Reds,0.4387695302331825,0.5612304697668176,115.0,-140.0,0.4651162790697674,0.5833333333333334,-0.026346748836584943,-0.02210286356651581,0.0,0.0,0.0,0.0
5,Philadelphia Phillies,Chicago Cubs,0.6037022980746882,0.3962977019253118,-200.0,165.0,0.6666666666666665,0.37735849056603776,-0.06296436859197829,0.01893921135927401,0.0,0.0030417521273985552,0.0,466.2519330961602
6,Baltimore Orioles,New York Yankees,0.440181465120132,0.5598185348798681,150.0,-185.0,0.4,0.6491228070175439,0.04018146512013193,-0.08930427213767578,0.006696910853355324,0.0,1026.5292832457176,0.0
7,Atlanta Braves,Colorado Rockies,0.6142774638858219,0.3857225361141781,-190.0,155.0,0.6551724137931035,0.3921568627450981,-0.0408949499072816,-0.006434326630920029,0.0,0.0,0.0,0.0
8,Minnesota Twins,Cleveland Indians,0.4539629164194647,0.5460370835805353,-110.0,-110.0,0.5238095238095238,0.5238095238095238,-0.06984660739005916,0.022227559771011433,0.0,0.004667787551912407,0.0,715.4971471073413
9,Texas Rangers,Houston Astros,0.3818215377387437,0.6181784622612563,180.0,-225.0,0.35714285714285715,0.6923076923076923,0.024678680595886567,-0.07412923004643601,0.0038389058704712477,0.0,588.4428474493149,0.0
10,Kansas City Royals,Oakland Athletics,0.3968557175955301,0.6031442824044699,125.0,-150.0,0.4444444444444444,0.6,-0.0475887268489143,0.0031442824044699558,0.0,0.0007860706011174807,0.0,120.49204602169188
11,Chicago White Sox,Los Angeles Angels,0.6806898402958375,0.3193101597041625,-225.0,185.0,0.6923076923076923,0.3508771929824561,-0.011617852011854836,-0.031567033278293584,0.0,0.0,0.0,0.0
12,Los Angeles Dodgers,Arizona Diamondbacks,0.8717784863030761,0.12822151369692392,-350.0,260.0,0.7777777777777779,0.2777777777777778,0.09400070852529817,-0.14955626408085387,0.04230031883638423,0.0,6483.96207251632,0.0
