,Home_Team,Away_Team,Home_Prob,Away_Prob,Home_ML,Away_ML,Home_ML_Prob,Away_ML_Prob,Home_Diff,Away_Diff,Home_KC,Away_KC,Home_Bet,Away_Bet
0,Baltimore Orioles,Kansas City Royals,0.5031527794059695,0.4968472205940305,-110.0,-110.0,0.5238095238095238,0.5238095238095238,-0.02065674440355436,-0.02696230321549331,0,0,0.0,0.0
1,New York Yankees,Toronto Blue Jays,0.4269698988193511,0.5730301011806489,-135.0,115.0,0.574468085106383,0.46511627906976744,-0.14749818628703193,0.10791382211088146,0,0.02017519282942566,0.0,2186.446172503347
2,Washington Nationals,New York Mets,0.6726328462385813,0.32736715376141867,105.0,-130.0,0.4878048780487805,0.5652173913043478,0.18482796818980085,-0.2378502375429291,0.03608546045610397,0,3910.689606009355,0.0
3,Boston Red Sox,Tampa Bay Rays,0.48689021888659445,0.5131097811134055,-130.0,110.0,0.5652173913043478,0.4761904761904761,-0.07832717241775333,0.03691930492292944,0,0.007048230939831967,0.0,763.8379316424098
4,Pittsburgh Pirates,Detroit Tigers,0.3653394837452923,0.6346605162547077,115.0,-140.0,0.46511627906976744,0.5833333333333334,-0.09977679532447514,0.05132718292137428,0,0.012318523901129837,0.0,1334.995390737144
5,Milwaukee Brewers,Philadelphia Phillies,0.5791829277235409,0.42081707227645915,-150.0,125.0,0.6,0.4444444444444444,-0.020817072276459125,-0.023627372167985272,0,0,0.0,0.0
6,Chicago Cubs,Cincinnati Reds,0.4088920177668336,0.5911079822331664,125.0,-150.0,0.4444444444444444,0.6,-0.03555242667761083,-0.008892017766833571,0,0,0.0,0.0
7,Colorado Rockies,San Francisco Giants,0.31168806110401587,0.6883119388959842,125.0,-155.0,0.4444444444444444,0.6078431372549019,-0.13275638334042855,0.08046880164108228,0,0.020519544418475963,0.0,2223.7645872634957
8,St. Louis Cardinals,Los Angeles Dodgers,0.35783251763242707,0.6421674823675729,180.0,-225.0,0.35714285714285715,0.6923076923076923,0.000689660489569921,-0.05014020994011936,0.00010728052059976671,0,11.626311858958518,0.0
9,Cleveland Indians,Minnesota Twins,0.5196990000161646,0.48030099998383535,110.0,-135.0,0.4761904761904761,0.574468085106383,0.04350852382568854,-0.09416708512254768,0.008306172730358708,0,900.1648573071643,0.0
10,Houston Astros,Seattle Mariners,0.7342317485581004,0.26576825144189964,-200.0,150.0,0.6666666666666665,0.4,0.06756508189143384,-0.13423174855810038,0.020269524567430107,0,2196.669185946103,0.0
11,Los Angeles Angels,Texas Rangers,0.528564797900121,0.471435202099879,-130.0,110.0,0.5652173913043478,0.4761904761904761,-0.036652593404226774,-0.004755274090597117,0,0,0.0,0.0
