,Home_Team,Away_Team,Home_Prob,Away_Prob,Home_ML,Away_ML,Home_ML_Prob,Away_ML_Prob,Home_Diff,Away_Diff,Home_KC,Away_KC,Home_Bet,Away_Bet
0,Cleveland Indians,Kansas City Royals,0.5903778001891726,0.40962219981082737,-145.0,120.0,0.5918367346938775,0.4545454545454545,-0.0014589345047049118,-0.04492325473462716,0.0,0.0,0.0,0.0
1,Cincinnati Reds,Pittsburgh Pirates,0.6356213888780732,0.3643786111219268,-175.0,145.0,0.6363636363636364,0.4081632653061225,-0.0007422474855631744,-0.04378465418419564,0.0,0.0,0.0,0.0
2,Detroit Tigers,Chicago White Sox,0.2421924156305488,0.7578075843694512,195.0,-250.0,0.3389830508474576,0.7142857142857143,-0.09679063521690877,0.04352187008373687,0.0,0.015232654529307915,0.0,2561.9953979388274
3,Miami Marlins,Washington Nationals,0.3994807356467085,0.6005192643532915,-110.0,-110.0,0.5238095238095238,0.5238095238095238,-0.12432878816281535,0.07670974054376767,0.0,0.01610904551419121,0.0,2709.3964740773336
4,Philadelphia Phillies,Baltimore Orioles,0.6725498546357638,0.3274501453642362,-200.0,170.0,0.6666666666666665,0.3703703703703704,0.00588318796909726,-0.04292022500613418,0.0017649563907291331,0.0,296.8497803131237,0.0
5,Tampa Bay Rays,Toronto Blue Jays,0.29649826718782696,0.7035017328121731,105.0,-125.0,0.4878048780487805,0.5555555555555556,-0.19130661086095352,0.14794617725661752,0.0,0.03328788988273895,0.0,5598.723487267746
6,Milwaukee Brewers,St. Louis Cardinals,0.6694680947657748,0.33053190523422515,-225.0,185.0,0.6923076923076923,0.3508771929824561,-0.022839597541917445,-0.02034528774823097,0.0,0.0,0.0,0.0
7,Los Angeles Angels,Houston Astros,0.34295480740955986,0.6570451925904401,185.0,-225.0,0.3508771929824561,0.6923076923076923,-0.007922385572896262,-0.03526249971725215,0.0,0.0,0.0,0.0
8,Oakland Athletics,Seattle Mariners,0.7089153397555796,0.2910846602444204,-175.0,145.0,0.6363636363636364,0.4081632653061225,0.07255170339194328,-0.11707860506170208,0.019951718432784395,0.0,3355.6994749284404,0.0
9,Arizona Diamondbacks,Atlanta Braves,0.20951801120168495,0.7904819887983149,165.0,-200.0,0.37735849056603776,0.6666666666666665,-0.16784047936435278,0.12381532213164848,0.0,0.0371445966394945,0.0,6247.38685339322
