,Home_Team,Away_Team,Home_Prob,Away_Prob,Home_ML,Away_ML,Home_ML_Prob,Away_ML_Prob,Home_Diff,Away_Diff,Home_KC,Away_KC,Home_Bet,Away_Bet
0,Washington Nationals,Colorado Rockies,0.4605371087555571,0.5394628912444429,-105.0,-115.0,0.5121951219512195,0.5348837209302325,-0.05165801319566243,0.004579170314210401,0,0.0009845216175552243,0.0,159.0671887051625
1,New York Yankees,Cleveland Indians,0.5352347830932969,0.46476521690670314,-190.0,155.0,0.6551724137931035,0.3921568627450981,-0.11993763069980667,0.07260835416160505,0,0.011945245362070518,0.0,1929.9694026590093
2,Toronto Blue Jays,Minnesota Twins,0.7629951349718835,0.23700486502811646,-225.0,180.0,0.6923076923076923,0.35714285714285715,0.07068744266419125,-0.12013799211474069,0.02297341886586214,0.0,3711.7693393196146,0.0
3,Cincinnati Reds,Los Angeles Dodgers,0.37668823031777426,0.6233117696822257,145.0,-175.0,0.40816326530612246,0.6363636363636364,-0.031475034988348194,-0.013051866681410673,0,0.0,0.0,0.0
4,Tampa Bay Rays,Detroit Tigers,0.5779703896392765,0.4220296103607235,-200.0,170.0,0.6666666666666665,0.3703703703703704,-0.08869627702739002,0.0516592399903531,0,0.008204702821997263,0.0,1325.617425544454
5,New York Mets,Philadelphia Phillies,0.3240851388540137,0.6759148611459863,105.0,-130.0,0.4878048780487805,0.5652173913043478,-0.1637197391947668,0.11069746984163853,0,0.02546041806357685,0.0,4113.588825695984
6,Miami Marlins,Pittsburgh Pirates,0.6354640678636766,0.3645359321363234,-160.0,135.0,0.6153846153846154,0.425531914893617,0.020079452479061177,-0.06099598275729362,0.005220657644555917,0.0,843.4912143156105,0.0
7,Texas Rangers,Chicago White Sox,0.29287066427667574,0.7071293357233243,155.0,-190.0,0.3921568627450981,0.6551724137931035,-0.09928619846842235,0.05195692193022072,0,0.015067507359764028,0.0,2434.4270291023545
8,Houston Astros,Arizona Diamondbacks,0.8511611933183827,0.1488388066816173,-225.0,185.0,0.6923076923076923,0.3508771929824561,0.1588535010106904,-0.2020383863008388,0.04302282319039532,0.0,6951.111497225791,0.0
9,Kansas City Royals,Seattle Mariners,0.5799844078126954,0.42001559218730455,-115.0,-105.0,0.5348837209302325,0.5121951219512195,0.04510068688246294,-0.09217952976391497,0.009696647679729522,0.0,1566.6679723185393,0.0
10,Milwaukee Brewers,Chicago Cubs,0.6818793248494591,0.3181206751505409,-250.0,190.0,0.7142857142857143,0.3448275862068966,-0.03240638943625518,-0.026706911056355698,0,0.0,0.0,0.0
11,St. Louis Cardinals,San Diego Padres,0.6280268965141229,0.3719731034858771,-140.0,115.0,0.5833333333333334,0.46511627906976744,0.04469356318078954,-0.09314317558389035,0.010726455163389503,0.0,1733.0519078385153,0.0
12,San Francisco Giants,Atlanta Braves,0.7028888470043794,0.29711115299562063,-165.0,140.0,0.6226415094339622,0.41666666666666674,0.08024733757041713,-0.11955551367104611,0.021265544456160537,0.0,3435.831486692946,0.0
