,Home_Team,Away_Team,Home_Prob,Away_Prob,Home_ML,Away_ML,Home_ML_Prob,Away_ML_Prob,Home_Diff,Away_Diff,Home_KC,Away_KC,Home_Bet,Away_Bet
0,Pittsburgh Pirates,Chicago Cubs,0.4468866896854063,0.5531133103145938,-110.0,-110.0,0.5238095238095238,0.5238095238095238,-0.07692283412411755,0.029303786505069932,0.0,0.006153795166064688,0.0,930.59710751869
1,Toronto Blue Jays,New York Yankees,0.7106652815477118,0.2893347184522882,-130.0,110.0,0.5652173913043478,0.4761904761904761,0.14544789024336402,-0.1868557577381879,0.03345301475597371,0.0,5058.874715454242,0.0
2,Atlanta Braves,Philadelphia Phillies,0.5988330644766806,0.4011669355233194,-120.0,100.0,0.5454545454545454,0.5,0.0533785190221352,-0.0988330644766806,0.011743274184869734,0.0,1775.8564746358343,0.0
3,St. Louis Cardinals,Milwaukee Brewers,0.4778482695385701,0.5221517304614299,105.0,-125.0,0.4878048780487805,0.5555555555555556,-0.009956608510210407,-0.03340382509412565,0.0,0.0,0.0,0.0
4,Texas Rangers,Los Angeles Angels,0.5402864157238676,0.4597135842761324,-105.0,-115.0,0.5121951219512195,0.5348837209302325,0.028091293772648074,-0.0751701366541001,0.005758715223392855,0.0,870.8518215662856,0.0
5,Kansas City Royals,Cleveland Indians,0.4892653342343337,0.5107346657656664,-105.0,-115.0,0.5121951219512195,0.5348837209302325,-0.022929787716885863,-0.024149055164566117,0.0,0.0,0.0,0.0
6,Houston Astros,Tampa Bay Rays,0.6083332957612959,0.3916667042387041,-140.0,120.0,0.5833333333333334,0.4545454545454545,0.02499996242796254,-0.06287875030675044,0.005999990982711019,0.0,907.33833398289,0.0
7,Chicago White Sox,Cincinnati Reds,0.7718659889459766,0.22813401105402345,-180.0,155.0,0.6428571428571429,0.3921568627450981,0.12900884608883367,-0.16402285169107467,0.03612247690487344,0.0,5462.5595452802145,0.0
8,Colorado Rockies,Washington Nationals,0.5049179001139507,0.4950820998860493,-140.0,120.0,0.5833333333333334,0.4545454545454545,-0.07841543321938271,0.04053664534059481,0.0,0.007431718312442381,0.0,1123.848841051896
9,Los Angeles Dodgers,San Diego Padres,0.731084075154136,0.26891592484586396,-190.0,160.0,0.6551724137931035,0.3846153846153847,0.07591166136103245,-0.11569945976952067,0.022014381794699438,0.0,3329.087086767692,0.0
10,Seattle Mariners,Oakland Athletics,0.3728866148560903,0.6271133851439097,105.0,-125.0,0.4878048780487805,0.5555555555555556,-0.11491826319269015,0.0715578295883541,0.0,0.016100511657379676,0.0,2434.772229753962
