,Home_Team,Away_Team,Home_Prob,Away_Prob,Home_ML,Away_ML,Home_ML_Prob,Away_ML_Prob,Home_Diff,Away_Diff,Home_KC,Away_KC,Home_Bet,Away_Bet
0,Chicago Cubs,St. Louis Cardinals,0.3945907061909961,0.6054092938090039,130.0,-150.0,0.43478260869565216,0.6,-0.04019190250465604,0.005409293809003901,0.0,0.0013523234522509642,0.0,180.3729020612336
1,Philadelphia Phillies,Pittsburgh Pirates,0.6912915616630323,0.3087084383369677,-275.0,220.0,0.7333333333333333,0.3125,-0.04204177167030099,-0.0037915616630322954,0.0,0.0,0.0,0.0
2,Oakland Athletics,Houston Astros,0.487273173097112,0.512726826902888,100.0,-120.0,0.5,0.5454545454545454,-0.012726826902887955,-0.032727718551657466,0.0,0.0,0.0,0.0
3,Detroit Tigers,Kansas City Royals,0.6021218787700549,0.3978781212299452,-135.0,115.0,0.5744680851063829,0.4651162790697674,0.027653793663671825,-0.06723815783982229,0.006498641510962885,0.0,866.7888047322298,0.0
4,Tampa Bay Rays,Miami Marlins,0.6619316735537939,0.338068326446206,-210.0,175.0,0.6774193548387096,0.3636363636363637,-0.015487681284915622,-0.025568037190157652,0.0,0.0,0.0,0.0
5,Baltimore Orioles,Texas Rangers,0.4868328158149645,0.5131671841850356,-115.0,-105.0,0.5348837209302325,0.5121951219512195,-0.04805090511526805,0.0009720622338160735,0.0,0.00019927275793229504,0.0,26.579000453009513
6,Cincinnati Reds,Washington Nationals,0.4005804551462798,0.5994195448537202,-135.0,115.0,0.5744680851063829,0.4651162790697674,-0.1738876299601032,0.13430326578395274,0.0,0.025108871429173764,0.0,3349.0212712231964
7,Minnesota Twins,Toronto Blue Jays,0.2582526521572673,0.7417473478427328,160.0,-190.0,0.3846153846153847,0.6551724137931035,-0.1263627324581174,0.08657493404962924,0.0,0.025106730874392504,0.0,3348.735764026472
8,Milwaukee Brewers,New York Mets,0.833859748237606,0.166140251762394,-220.0,180.0,0.6875,0.35714285714285715,0.146359748237606,-0.19100260538046315,0.046835119436033926,0.0,6246.868230378205,0.0
9,San Diego Padres,Atlanta Braves,0.31649178014879914,0.6835082198512008,105.0,-125.0,0.4878048780487805,0.5555555555555556,-0.17131309789998134,0.12795266429564522,0.0,0.028789349466520182,0.0,3839.9234318444624
10,Cleveland Indians,Chicago White Sox,0.2779792891096167,0.7220207108903833,170.0,-200.0,0.3703703703703704,0.6666666666666665,-0.09239108126075367,0.05535404422371682,0.0,0.016606213267115002,0.0,2214.9367255677985
11,Arizona Diamondbacks,Los Angeles Dodgers,0.23392863660550514,0.7660713633944949,195.0,-240.0,0.3389830508474576,0.7058823529411765,-0.10505441424195243,0.06018901045331838,0.0,0.020464263554128264,0.0,2729.523472849628
12,Colorado Rockies,San Francisco Giants,0.27517500016974894,0.7248249998302511,130.0,-150.0,0.43478260869565216,0.6,-0.15960760852590314,0.12482499983025094,0.0,0.031206249957562725,0.0,4162.289619339716
13,Los Angeles Angels,Seattle Mariners,0.5221410819503767,0.4778589180496233,120.0,-140.0,0.4545454545454545,0.5833333333333334,0.06759562740492214,-0.10547441528371004,0.012392531690902386,0.0,1652.9158769325602,0.0
