,Home_Team,Away_Team,Home_Prob,Away_Prob,Home_ML,Away_ML,Home_ML_Prob,Away_ML_Prob,Home_Diff,Away_Diff,Home_KC,Away_KC,Home_Bet,Away_Bet
0,Cleveland Indians,Minnesota Twins,0.5973774376108713,0.40262256238912875,-140.0,120.0,0.5833333333333334,0.45454545454545453,0.014044104277537883,-0.051922892156325784,0.0033705850266090983,0,395.73027621909443,0.0
1,Miami Marlins,New York Mets,0.6120220024388083,0.38797799756119167,135.0,-160.0,0.425531914893617,0.6153846153846154,0.1864900875451913,-0.22740661782342375,0.03246308931342219,0,3811.3939270209594,0.0
2,Baltimore Orioles,Kansas City Royals,0.4792491752728521,0.520750824727148,-110.0,-110.0,0.5238095238095238,0.5238095238095238,-0.044560348536671734,-0.003058699082375882,0.0,0,0.0,0.0
3,New York Yankees,Toronto Blue Jays,0.5426012097608739,0.4573987902391261,-200.0,165.0,0.6666666666666665,0.37735849056603776,-0.12406545690579263,0.08004029967308834,0.0,0.012854957220223284,0.0,1509.261962354755
4,Boston Red Sox,Tampa Bay Rays,0.5470638484410542,0.45293615155894584,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.02325432463153032,-0.07087337225057799,0.004883408172621371,0,573.3463033229573,0.0
5,Atlanta Braves,Washington Nationals,0.6638599954701196,0.33614000452988035,-225.0,180.0,0.6923076923076923,0.35714285714285715,-0.028447696837572645,-0.021002852612976797,0.0,0,0.0,0.0
6,Chicago Cubs,Cincinnati Reds,0.4742849539490231,0.525715046050977,135.0,-160.0,0.425531914893617,0.6153846153846154,0.04875303905540607,-0.08966956933363845,0.00848664013186698,0,996.3909579621064,0.0
7,Milwaukee Brewers,Philadelphia Phillies,0.4625940436684364,0.5374059563315636,-110.0,-110.0,0.5238095238095238,0.5238095238095238,-0.06121548014108741,0.013596432522039792,0.0,0.00285525082962836,0.0,335.2264341541769
8,Houston Astros,Seattle Mariners,0.6902217838244422,0.3097782161755578,-165.0,140.0,0.6226415094339622,0.41666666666666674,0.06758027439047998,-0.10688845049110896,0.01790877271347719,0,2102.6152779712165,0.0
9,Colorado Rockies,San Francisco Giants,0.29020781132206325,0.7097921886779368,170.0,-200.0,0.3703703703703704,0.6666666666666665,-0.08016255904830716,0.04312552201127029,0.0,0.012937656603381042,0.0,1518.9714488331579
10,Arizona Diamondbacks,Texas Rangers,0.39115589342243184,0.6088441065775682,-160.0,135.0,0.6153846153846154,0.425531914893617,-0.22422872196218357,0.18331219168395113,0.0,0.03190990003387297,0.0,3746.445633276924
11,Oakland Athletics,Chicago White Sox,0.4280142968726515,0.5719857031273485,-135.0,115.0,0.574468085106383,0.46511627906976744,-0.1464537882337315,0.1068694240575811,0.0,0.019979935802069505,0.0,2345.7843227135745
12,San Diego Padres,Los Angeles Angels,0.6438450599122983,0.35615494008770165,-350.0,280.0,0.7777777777777779,0.2631578947368421,-0.13393271786547956,0.09299704535085956,0.0,0.012621027583330937,0.0,1481.7969854761354
