,Date,Away_Team,Home_Team,Away_Prob_Athletic,Home_Prob_Athletic,Away_Prob_538,Home_Prob_538,Home_ML,Away_ML,Home_Prob_Implied,Away_Prob_Implied,Home_KC_Athletic,Away_KC_Athletic,Home_KC_538,Away_KC_538,Home_Combined,Away_Combined,Bet_Athletic,Bet_538,Bet_Combined
0,2021-09-28,Marlins,Mets,0.38689999999999997,0.6131,0.41,0.59,-180.0,155.0,0.6428571428571429,0.3921568627450981,0.0,0.0,0.0,0.0029354838709677337,0,0.0,0.0,305.69270103236596,0.0
8,2021-09-28,Cubs,Pirates,0.45289999999999997,0.5471,0.54,0.46,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.004891000000000007,0.0,0.0,0.0034000000000000037,0,0.0,492.9959254888188,354.06605152540106,0.0
9,2021-09-28,Red Sox,Orioles,0.7019,0.2981,0.66,0.34,215.0,-265.0,0.31746031746031744,0.726027397260274,0.0,0.0,0.0033023255813953516,0.0,0,0.0,0.0,343.8945233694045,0.0
10,2021-09-28,Yankees,Blue Jays,0.4702,0.5297999999999999,0.48,0.52,-130.0,110.0,0.5652173913043478,0.4761904761904761,0.0,0.0,0.0,0.0007272727272727279,0,0.0,0.0,75.7360538022248,0.0
11,2021-09-28,Phillies,Braves,0.5163,0.48369999999999996,0.42,0.58,-120.0,100.0,0.5454545454545454,0.5,0.0,0.0032599999999999964,0.007599999999999996,0.0,0,0.0,328.5967526259548,791.4417622332481,0.0
12,2021-09-28,Brewers,Cardinals,0.5592,0.44079999999999997,0.47,0.53,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.0,0.0008200000000000082,0.00823809523809525,0.0,0,0.0,82.65317090591594,857.8911332478207,0.0
13,2021-09-28,Angels,Rangers,0.5282,0.4718,0.5,0.5,-105.0,-115.0,0.5121951219512195,0.5348837209302325,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14,2021-09-28,Reds,White Sox,0.4199,0.5801,0.44,0.56,-180.0,155.0,0.6428571428571429,0.3921568627450981,0.0,0.004564193548387093,0.0,0.007870967741935483,0,0.006217580645161288,460.0549626859921,819.6595500208516,628.7978239428855
15,2021-09-28,Rays,Astros,0.3994,0.6006,0.45,0.55,-140.0,120.0,0.5833333333333334,0.45454545454545453,0.00414400000000001,0.0,0.0,0.0,0,0.0,417.7009027245281,0.0,0.0
16,2021-09-28,Nationals,Rockies,0.42950000000000005,0.5705,0.46,0.54,-140.0,120.0,0.5833333333333334,0.45454545454545453,0.0,0.0,0.0,0.0010000000000000009,0,0.0,0.0,104.13707397805912,0.0
17,2021-09-28,Diamondbacks,Giants,0.34979999999999994,0.6502,0.29,0.71,-290.0,230.0,0.7435897435897436,0.30303030303030304,0.0,0.006710434782608683,0.0,0.0,0,0.0,676.3886743170156,0.0,0.0
18,2021-09-28,Athletics,Mariners,0.5642,0.43579999999999997,0.55,0.45,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.0,0.0019450000000000092,0.0,0.0,0,0.0,196.04928952683616,0.0,0.0
19,2021-09-28,Padres,Dodgers,0.3837,0.6163000000000001,0.35,0.65,-190.0,160.0,0.6551724137931035,0.3846153846153847,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
