,Date,Away_Team,Home_Team,Away_Prob_Athletic,Home_Prob_Athletic,Away_Prob_538,Home_Prob_538,Home_ML,Away_ML,Home_Prob_Implied,Away_Prob_Implied,Home_KC_Athletic,Away_KC_Athletic,Home_KC_538,Away_KC_538,Home_Combined,Away_Combined,Bet_Athletic,Bet_538,Bet_Combined
0,2021-09-07,Twins,Indians,0.5046,0.4954,0.42,0.58,-140.0,120.0,0.5833333333333334,0.45454545454545453,0.0,0.009176666666666677,0.0,0.0,0.0,0.0,933.1201733333344,0.0,0.0
1,2021-09-07,Mets,Marlins,0.569,0.431,0.56,0.44,140.0,-165.0,0.41666666666666674,0.6226415094339622,0.0024571428571428565,0.0,0.003999999999999996,0.0,0.003228571428571426,0.0,249.85211428571424,398.3679999999996,323.8870571428569
2,2021-09-07,Royals,Orioles,0.5297999999999999,0.4702,0.52,0.48,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,0.0012579999999999874,0.0,0.0,0.0,0.0,127.91847199999872,0.0,0.0
3,2021-09-07,Blue Jays,Yankees,0.3345,0.6655,0.36,0.64,-225.0,180.0,0.6923076923076923,0.35714285714285715,0.0,0.0,0.0,0.0004444444444444448,0.0,0.0,0.0,44.263111111111144,0.0
4,2021-09-07,Rays,Red Sox,0.42060000000000003,0.5794,0.54,0.46,-115.0,-105.0,0.5348837209302325,0.5121951219512195,0.009571000000000007,0.0,0.0,0.005700000000000011,0.0,0.0,973.2175640000007,567.674400000001,0.0
5,2021-09-07,Nationals,Braves,0.26289999999999997,0.7371,0.36,0.64,-225.0,180.0,0.6923076923076923,0.35714285714285715,0.014557499999999984,0.0,0.0,0.0004444444444444448,0.0,0.0,1480.2648299999983,44.263111111111144,0.0
6,2021-09-07,Phillies,Brewers,0.5164,0.4836,0.48,0.52,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2021-09-07,Mariners,Astros,0.3763,0.6236999999999999,0.39,0.61,-165.0,140.0,0.6226415094339622,0.41666666666666674,0.00028049999999997825,0.0,0.0,0.0,0.0,0.0,28.522361999997788,0.0,0.0
8,2021-09-07,Giants,Rockies,0.6126,0.3874,0.63,0.37,170.0,-200.0,0.3703703703703704,0.6666666666666665,0.0027047058823529424,0.0,0.0,0.0,0.0,0.0,275.0253129411766,0.0,0.0
9,2021-09-07,White Sox,Athletics,0.4448,0.5552,0.45,0.55,-135.0,110.0,0.574468085106383,0.4761904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2021-09-07,Rangers,Diamondbacks,0.3986,0.6014,0.41,0.59,-160.0,135.0,0.6153846153846154,0.425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2021-09-07,Angels,Padres,0.2707,0.7293000000000001,0.36,0.64,-350.0,280.0,0.7777777777777779,0.2631578947368421,0.0,0.0010235714285714253,0.0,0.013142857142857142,0.0,0.007083214285714284,104.08083714285681,1308.9234285714285,710.5809739285712
