,Date,Away_Team,Home_Team,Away_Prob_Athletic,Home_Prob_Athletic,Away_Prob_538,Home_Prob_538,Home_ML,Away_ML,Home_Prob_Implied,Away_Prob_Implied,Home_KC_Athletic,Away_KC_Athletic,Home_KC_538,Away_KC_538,Home_Combined,Away_Combined,Bet_Athletic,Bet_538,Bet_Combined
0,2021-09-20,Royals,Indians,0.5643,0.4357,0.38,0.62,-145.0,120.0,0.5918367346938775,0.45454545454545453,0.0,0.02012166666666667,0.006900000000000002,0.0,0,0.0,2075.1072400000003,743.4681000000002,0.0
2,2021-09-20,White Sox,Tigers,0.6658,0.3342,0.61,0.39,195.0,-250.0,0.33898305084745756,0.7142857142857143,0.0,0.0,0.007717948717948717,0.0,0,0.0,0.0,831.6012564102563,0.0
3,2021-09-20,Nationals,Marlins,0.4778,0.5222,0.49,0.51,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4,2021-09-20,Pirates,Reds,0.4386,0.5614,0.37,0.63,-175.0,145.0,0.6363636363636364,0.40816326530612246,0.0,0.00514275862068965,0.0,0.0,0,0.0,530.3624110344822,0.0,0.0
5,2021-09-20,Rangers,Yankees,0.3206,0.6794,0.35,0.65,-300.0,240.0,0.75,0.29411764705882354,0.0,0.003751666666666667,0.0,0.007916666666666666,0,0.005834166666666666,386.90188000000006,853.0129166666666,600.1548908333333
6,2021-09-20,Orioles,Phillies,0.38659999999999994,0.6134000000000001,0.39,0.61,-200.0,170.0,0.6666666666666665,0.3703703703703704,0.0,0.0025776470588235213,0.0,0.0031176470588235323,0,0.002847647058823527,265.8275858823521,335.9233529411768,292.9346052941174
7,2021-09-20,Blue Jays,Rays,0.5261,0.4739,0.5,0.5,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.0,0.0,0.002380952380952383,0.0,0,0.0,0.0,256.5452380952383,0.0
8,2021-09-20,Cardinals,Brewers,0.3195,0.6805,0.38,0.62,-225.0,185.0,0.6923076923076923,0.3508771929824561,0.0,0.0,0.0,0.00448648648648649,0,0.0,0.0,483.41443243243276,0.0
9,2021-09-20,Astros,Angels,0.6573,0.3427,0.57,0.43,185.0,-225.0,0.3508771929824561,0.6923076923076923,0.0,0.0,0.012189189189189185,0.0,0,0.0,0.0,1313.3729459459455,0.0
10,2021-09-20,Mariners,Athletics,0.3704,0.6296,0.42,0.58,-175.0,145.0,0.6363636363636364,0.40816326530612246,0.0,0.0,0.0,0.001999999999999994,0,0.0,0.0,215.49799999999934,0.0
11,2021-09-20,Braves,Diamondbacks,0.5766,0.42340000000000005,0.63,0.37,165.0,-200.0,0.37735849056603776,0.6666666666666665,0.007394545454545459,0.0,0.0,0.0,0,0.0,762.5846836363642,0.0,0.0
