,Date,Away_Team,Home_Team,Away_Prob_Athletic,Home_Prob_Athletic,Away_Prob_538,Home_Prob_538,Home_ML,Away_ML,Home_Prob_Implied,Away_Prob_Implied,Home_KC_Athletic,Away_KC_Athletic,Home_KC_538,Away_KC_538,Home_Combined,Away_Combined,Bet_Athletic,Bet_538,Bet_Combined
0,2021-09-10,Giants,Cubs,0.5194,0.4806,0.56,0.44,155.0,-190.0,0.3921568627450981,0.6551724137931035,0.01455032258064517,0.0,0.007870967741935483,0.0,0.011210645161290327,0,1472.8564032258073,822.6814193548387,1146.0418335483876
1,2021-09-10,Nationals,Pirates,0.4838,0.5162,0.51,0.49,-125.0,105.0,0.5555555555555556,0.4878048780487805,0.0,0.0,0.0,0.004333333333333343,0.0,0,0.0,452.9243333333343,0.0
2,2021-09-10,Blue Jays,Orioles,0.6598999999999999,0.34009999999999996,0.66,0.34,220.0,-275.0,0.3125,0.7333333333333333,0.004014545454545452,0.0,0.004000000000000009,0.0,0.004007272727272731,0,406.3723636363634,418.0840000000009,409.65547636363675
3,2021-09-10,Rockies,Phillies,0.4572,0.5428000000000001,0.43,0.57,-145.0,120.0,0.5918367346938775,0.45454545454545453,0.0,0.0004866666666666723,0.0,0.0,0.0,0,49.2628333333339,0.0,0.0
4,2021-09-10,Brewers,Indians,0.5967,0.4033,0.52,0.48,120.0,-145.0,0.45454545454545453,0.5918367346938775,0.0,0.0011915000000000083,0.004666666666666662,0.0,0.0,0,120.60958750000084,487.7646666666662,0.0
5,2021-09-10,Rays,Tigers,0.5550999999999999,0.4449,0.59,0.41,125.0,-155.0,0.4444444444444444,0.6078431372549019,8.20000000000043e-05,0.0,0.0,0.0,0.0,0,8.300450000000435,0.0,0.0
6,2021-09-10,Yankees,Mets,0.5379,0.4621,0.54,0.46,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
7,2021-09-10,Marlins,Braves,0.35009999999999997,0.6498999999999999,0.39,0.61,-200.0,170.0,0.6666666666666665,0.3703703703703704,0.0,0.0,0.0,0.0031176470588235323,0.0,0,0.0,325.85958823529444,0.0
8,2021-09-10,Red Sox,White Sox,0.4035,0.5965,0.45,0.55,-155.0,125.0,0.6078431372549019,0.4444444444444444,0.0,0.0,0.0,0.0009999999999999963,0.0,0,0.0,104.52099999999962,0.0
9,2021-09-10,Angels,Astros,0.2703,0.7297,0.4,0.6,-200.0,170.0,0.6666666666666665,0.3703703703703704,0.018910000000000003,0.0,0.0,0.00470588235294118,0.0,0,1914.1647500000004,491.8635294117651,0.0
10,2021-09-10,Royals,Twins,0.48340000000000005,0.5166,0.45,0.55,-135.0,110.0,0.574468085106383,0.4761904761904761,0.0,0.0013763636363636502,0.0,0.0,0.0,0,139.3224090909105,0.0,0.0
11,2021-09-10,Reds,Cardinals,0.5528,0.4472,0.52,0.48,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
12,2021-09-10,Rangers,Athletics,0.3924,0.6076,0.41,0.59,-185.0,150.0,0.6491228070175439,0.4,0.0,0.0,0.0,0.0016666666666666607,0.0,0,0.0,174.20166666666606,0.0
13,2021-09-10,Padres,Dodgers,0.3931,0.6069,0.4,0.6,-160.0,135.0,0.6153846153846154,0.425531914893617,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
14,2021-09-10,Diamondbacks,Mariners,0.4069,0.5931000000000001,0.38,0.62,-155.0,125.0,0.6078431372549019,0.4444444444444444,0.0,0.0,0.0030999999999999943,0.0,0.0,0,0.0,324.0150999999994,0.0
