,Date,Away_Team,Home_Team,Away_Prob_Athletic,Home_Prob_Athletic,Away_Prob_538,Home_Prob_538,Home_ML,Away_ML,Home_Prob_Implied,Away_Prob_Implied,Home_KC_Athletic,Away_KC_Athletic,Home_KC_538,Away_KC_538,Home_Combined,Away_Combined,Bet_Athletic,Bet_538,Bet_Combined
0,2021-09-17,Indians,Yankees,0.3104,0.6896,0.41,0.59,-190.0,155.0,0.6551724137931035,0.3921568627450981,0.009983999999999998,0.0,0.0,0.0029354838709677337,0.0,0.0,1065.1929599999999,316.7299032258056,0.0
1,2021-09-17,Rockies,Nationals,0.528,0.47200000000000003,0.51,0.49,-105.0,-115.0,0.5121951219512195,0.5348837209302325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-09-17,Twins,Blue Jays,0.3546,0.6454000000000001,0.4,0.6,-225.0,180.0,0.6923076923076923,0.35714285714285715,0.0,0.0,0.0,0.006666666666666672,0.0,0.0,0.0,719.313333333334,0.0
3,2021-09-17,Orioles,Red Sox,0.2376,0.7624,0.3,0.7,-350.0,275.0,0.7777777777777779,0.26666666666666666,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,490.4409090909091,0.0
4,2021-09-17,Dodgers,Reds,0.6198,0.38020000000000004,0.62,0.38,145.0,-175.0,0.40816326530612246,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2021-09-17,Phillies,Mets,0.6184000000000001,0.38159999999999994,0.52,0.48,105.0,-130.0,0.4878048780487805,0.5652173913043478,0.0,0.012232000000000015,0.0,0.0,0.0,0.0,1305.0320800000015,0.0,0.0
6,2021-09-17,Tigers,Rays,0.3823,0.6177,0.36,0.64,-200.0,170.0,0.6666666666666665,0.3703703703703704,0.0,0.001894705882352939,0.0,0.0,0.0,0.0,202.14617058823507,0.0,0.0
7,2021-09-17,Pirates,Marlins,0.4549,0.5451,0.38,0.62,-160.0,135.0,0.6153846153846154,0.425531914893617,0.0,0.005112222222222234,0.001200000000000001,0.0,0.0,0.0,545.4229888888901,129.4764000000001,0.0
8,2021-09-17,White Sox,Rangers,0.5700999999999999,0.4299,0.59,0.41,155.0,-190.0,0.3921568627450981,0.6551724137931035,0.006209354838709679,0.0,0.0029354838709677337,0.0,0.0045724193548387065,0.0,662.4760677419357,316.7299032258056,477.2599874193545
9,2021-09-17,Mariners,Royals,0.5067,0.49329999999999996,0.49,0.51,-115.0,-105.0,0.5348837209302325,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2021-09-17,Cubs,Brewers,0.3592,0.6408,0.36,0.64,-250.0,190.0,0.7142857142857143,0.3448275862068966,0.0,0.0021936842105263125,0.0,0.002315789473684207,0.0,0.00225473684210526,234.0441684210523,249.86673684210487,235.3449221052628
11,2021-09-17,Diamondbacks,Astros,0.3356,0.6644,0.37,0.63,-225.0,185.0,0.6923076923076923,0.3508771929824561,0.0,0.0,0.0,0.0029459459459459454,0.0,0.0,0.0,317.8587297297297,0.0
12,2021-09-17,Padres,Cardinals,0.46140000000000003,0.5386,0.46,0.54,-140.0,115.0,0.5833333333333334,0.46511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2021-09-17,Braves,Giants,0.41450000000000004,0.5855,0.43,0.57,-165.0,140.0,0.6226415094339622,0.41666666666666674,0.0,0.0,0.0,0.00228571428571428,0.0,0.0,0.0,246.62171428571364,0.0
