,Date,Away_Team,Home_Team,Away_Prob_Athletic,Home_Prob_Athletic,Away_Prob_538,Home_Prob_538,Home_ML,Away_ML,Home_Prob_Implied,Away_Prob_Implied,Home_KC_Athletic,Away_KC_Athletic,Home_KC_538,Away_KC_538,Home_Combined,Away_Combined,Bet_Athletic,Bet_538,Bet_Combined
0,2021-09-15,Marlins,Nationals,0.5457,0.4543,0.5,0.5,105.0,-130.0,0.4878048780487805,0.5652173913043478,0.0,0.0,0.002380952380952383,0.0,0.0,0,0.0,249.62857142857163,0.0
1,2021-09-15,Brewers,Tigers,0.6945,0.3055,0.63,0.37,200.0,-250.0,0.33333333333333326,0.7142857142857143,0.0,0.0,0.0055,0.0,0.0,0,0.0,576.6419999999999,0.0
2,2021-09-15,Rays,Blue Jays,0.39990000000000003,0.6001,0.44,0.56,-175.0,145.0,0.6363636363636364,0.40816326530612246,0.0,0.0,0.0,0.005379310344827583,0.0,0,0.0,563.9884137931032,0.0
3,2021-09-15,Red Sox,Mariners,0.5172,0.4828,0.5,0.5,105.0,-130.0,0.4878048780487805,0.5652173913043478,0.0,0.0,0.002380952380952383,0.0,0.0,0,0.0,249.62857142857163,0.0
4,2021-09-15,Reds,Pirates,0.5088,0.49119999999999997,0.57,0.43,115.0,-140.0,0.46511627906976744,0.5833333333333334,0.004876521739130427,0.0,0.0,0.0,0.0,0,507.7434434782601,0.0,0.0
5,2021-09-15,Yankees,Orioles,0.597,0.40299999999999997,0.58,0.42,150.0,-185.0,0.4,0.6491228070175439,0.0004999999999999968,0.0,0.003333333333333329,0.0,0.0019166666666666629,0,52.05999999999966,349.47999999999956,196.86083333333295
6,2021-09-15,Cubs,Phillies,0.3295,0.6705,0.45,0.55,-200.0,165.0,0.6666666666666665,0.37735849056603776,0.0011499999999999954,0.0,0.0,0.011666666666666662,0.0,0,119.73799999999953,1223.1799999999996,0.0
7,2021-09-15,Cardinals,Mets,0.3897,0.6103000000000001,0.43,0.57,-165.0,140.0,0.6226415094339622,0.41666666666666674,0.0,0.0,0.0,0.00228571428571428,0.0,0,0.0,239.64342857142796,0.0
8,2021-09-15,Rockies,Braves,0.4083,0.5917,0.38,0.62,-190.0,155.0,0.6551724137931035,0.3921568627450981,0.0,0.0026558064516129035,0.0,0.0,0.0,0,276.5225677419355,0.0,0.0
9,2021-09-15,Indians,Twins,0.4668,0.5332,0.52,0.48,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.001972000000000001,0.0,0.0,0.0,0.0,0,205.3246400000001,0.0,0.0
10,2021-09-15,Astros,Rangers,0.6249,0.3751,0.65,0.35,180.0,-225.0,0.35714285714285715,0.6923076923076923,0.0027933333333333326,0.0,0.0,0.0,0.0,0,290.8418666666666,0.0,0.0
11,2021-09-15,Angels,White Sox,0.3209,0.6790999999999999,0.43,0.57,-225.0,185.0,0.6923076923076923,0.3508771929824561,0.0,0.0,0.0,0.012189189189189185,0.0,0,0.0,1277.9633513513509,0.0
12,2021-09-15,Athletics,Royals,0.5611,0.4389,0.53,0.47,125.0,-150.0,0.4444444444444444,0.6,0.0,0.0,0.004599999999999991,0.0,0.0,0,0.0,482.2823999999991,0.0
13,2021-09-15,Padres,Giants,0.5263,0.47369999999999995,0.47,0.53,-105.0,-115.0,0.5121951219512195,0.5348837209302325,0.0,0.0,0.0036500000000000013,0.0,0.0,0,0.0,382.68060000000014,0.0
14,2021-09-15,Diamondbacks,Dodgers,0.2416,0.7584000000000001,0.27,0.73,-350.0,260.0,0.7777777777777779,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
