,Date,Away_Team,Home_Team,Away_Prob_Athletic,Home_Prob_Athletic,Away_Prob_538,Home_Prob_538,Home_ML,Away_ML,Home_Prob_Implied,Away_Prob_Implied,Home_KC_Athletic,Away_KC_Athletic,Home_KC_538,Away_KC_538,Home_Combined,Away_Combined,Bet_Athletic,Bet_538,Bet_Combined
0,2021-09-06,Royals,Orioles,0.5095000000000001,0.4905,0.51,0.49,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,2021-09-06,Mets,Nationals,0.4833,0.5167,0.51,0.49,105.0,-130.0,0.4878048780487805,0.5652173913043478,0.005641428571428585,0.0,0.00042857142857142367,0.0,0.0030350000000000047,0,564.1428571428586,42.857142857142364,303.50000000000045
2,2021-09-06,Blue Jays,Yankees,0.45280000000000004,0.5472,0.44,0.56,-135.0,115.0,0.574468085106383,0.46511627906976744,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3,2021-09-06,Rays,Red Sox,0.43,0.57,0.48,0.52,-130.0,110.0,0.5652173913043478,0.4761904761904761,0.0010999999999999931,0.0,0.0,0.0007272727272727279,0.0,0,109.99999999999932,72.72727272727279,0.0
4,2021-09-06,Tigers,Pirates,0.5147999999999999,0.4852,0.54,0.46,115.0,-140.0,0.46511627906976744,0.5833333333333334,0.0037547826086956615,0.0,0.0,0.0,0.0,0,375.47826086956616,0.0,0.0
5,2021-09-06,Phillies,Brewers,0.48969999999999997,0.5103,0.42,0.58,-150.0,125.0,0.6,0.4444444444444444,0.0,0.008145999999999995,0.0,0.0,0.0,0,814.5999999999996,0.0,0.0
6,2021-09-06,Reds,Cubs,0.5636,0.4364,0.53,0.47,125.0,-150.0,0.4444444444444444,0.6,0.0,0.0,0.004599999999999991,0.0,0.0,0,0.0,459.99999999999915,0.0
7,2021-09-06,Giants,Rockies,0.5238,0.47619999999999996,0.59,0.41,125.0,-155.0,0.4444444444444444,0.6078431372549019,0.005715999999999992,0.0,0.0,0.0,0.0,0,571.5999999999992,0.0,0.0
8,2021-09-06,Dodgers,Cardinals,0.667,0.33299999999999996,0.64,0.36,180.0,-225.0,0.35714285714285715,0.6923076923076923,0.0,0.0,0.0004444444444444448,0.0,0.0,0,0.0,44.44444444444448,0.0
9,2021-09-06,Twins,Indians,0.5452,0.4548,0.51,0.49,110.0,-135.0,0.4761904761904761,0.574468085106383,0.0,0.0,0.0026363636363636385,0.0,0.0,0,0.0,263.63636363636385,0.0
10,2021-09-06,Mariners,Astros,0.3417,0.6583,0.38,0.62,-200.0,150.0,0.6666666666666665,0.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
11,2021-09-06,Rangers,Angels,0.4916,0.5084000000000001,0.4,0.6,-130.0,110.0,0.5652173913043478,0.4761904761904761,0.0,0.002941818181818187,0.008,0.0,0.0,0,294.1818181818187,800.0,0.0
